company,date,work_type,job,question,answer
㈜호반호텔앤리조트,2020년 상반기,인턴,요리사,자기소개(자유서술),"
""공부만 하던 18살, 조리의 길로"" 고등학교 2학년 때 요리학원에 다녀보기로 했습니다. 실습수업 첫날, 무를 썰던 그 느낌이 아직도 선명합니다. 공부만 하던 당시 18살인 저에게 음식 재료들이 제 손을 거쳐 하나의 요리가 되는 과정은 신기하고 재미있게 느껴졌습니다. 요리학원에 다니면서 한식 조리사 자격증을 땄고 조리 쪽으로 진로를 정하기로 마음먹었습니다. 그 후 외식조리학전공으로 대학교에 입학하였습니다. 많은 호기심 덕분에 두 번의 산학실습, 2년 동안의 호주 워킹홀리데이, 쌀국수집 매니저, 대학생 기자단, OOOO 교환학생 등 학교 밖에서 더 많은 활동을 하면서 학업에는 다소 소홀하였지만, 조리에 대한 진지함과 열정 그리고 배우고 싶은 마음은 아직도 처음 칼을 잡던 그때와 똑같습니다. 최근 OO OOOO비치에 있는 OOO 호텔에서 조리 인턴 중 코로나로 인해 귀국하였습니다.좋은점 1  호기심이 많고 새로운 디자인이나 스타일을 찾아다니는데 거부감이 없습니다. 특히 20대 이후의 경험을 통해 다양한 분야의 사람들을 접하게 되면서 그런 성격은 더 커졌습니다. 그러나 너무나 샛길로 많이 빠진 나머지, 정작 중요한 학업은 제대로 소화하지 못한 단점도 있었습니다. 그리고 앞으로 어떠한 길로 나가야 할지에 대한 많은 혼란을 겪기도 했습니다. 이 혼란은 조리 관련 경험 외에 대학생 기자단이나 창업컨설턴트, 교환학생, 대형문구점 직원 등의 시간을 겪으며 4학년에 가서도 여전히 계속되었고, 고민 끝에 제 영역에서 전문성을 강화하고자 OO 조리 인턴이라는 길을 선택하였습니다. 아쉬운점 1  여러 가지 많은 고민을 한끝에 내린 결정이니만큼 후회는 없었으며, 결과적으로 더욱더 단단하게 제 길을 걸을 수 있게 되었습니다. 호반호텔&리조트에서 이 길을 계속 걸어가고 싶습니다.                         
"
㈜호반호텔앤리조트,2020년 상반기,인턴,요리사,입사 후 자신이 회사 발전을 위해 기여할 수 있는 점,"
""조리 수준 향상과 메뉴 개발"" 다른 지원자들에 비해 경쟁력이 있다고 생각하는 부분은 많은 주방 안팎에서의 다양한 조리 관련 경험입니다. 아쉬운점 1조리학과 재학 중 두 번의 산학실습을 통해 현장 감각을 키웠습니다. 군대에서는 회관 조리병으로 복무하면서 매일 반찬을 직접 만들고, 김치찌개나 된장찌개 등의 메뉴를 준비하는 일을 했습니다. 그리고 제대 후 OO 워킹홀리데이를 비롯하여 OOOO 교환학생 등의 해외 경험을 통해 아시아와 남미 등 세계 여러 지역의 생소한 음식을 접할 기회가 많았습니다.  OO홈쇼핑에서 주최한 OO Cookfest OOOO에서 'OO OO! OO OOO'이라는 메뉴로 밀키트 부문 최우수상, OO OOOO에서 주최한 OO OOOO아드에서 'OO OOO'라는 메뉴로 도전상을 수상하기도 했습니다. 또한 실제로 쌀국수집 매니저로 근무하면서 기존 쌀국수 육수에 해산물과 스리라차 소스를 추가해 만든 해산물 쌀국수와 코코넛밀크커리 메뉴를 개발해 판매한 경험도 있습니다. 최근에는 OO OOOO 비치에 있는 OOO 호텔에서 조리 인턴을 하면서 그들의 입맛에 맞는 샐러드나 버거, 스테이크, 타코 등의 요리를 만들었습니다. 이런 다양한 경험들과 탄탄한 기본기를 바탕으로 호텔 내 레스토랑의 조리 수준을 높일 수 있고, 새로운 메뉴를 개발할 때도 기여하겠습니다.좋은점 1  
"
㈜호반호텔앤리조트,2020년 상반기,인턴,요리사,자신이 가진 역량 기술 및 이를 바탕으로 목표를 이룬 경험(구체적 서술),"
""시중에 없는 제품을 찾아내 최우수상까지"" 제가 가진 역량과 기술을 바탕으로 목표를 이룬 경험으로는 작년 OO홈쇼핑에서 개최한 OO Cookfest OOOO에서 대학생 밀키트 부문에서 ‘OO OO! OO OOO’이라는 제품으로 최우수상을 받은 것입니다. 대회에 참가하게 된 계기는 외식조리학과로서 졸업 전 성취를 내고 싶었기 때문이었습니다. 그리고 밀키트 제품은 당시 트렌드로 주목받고 있었기 때문에 대회에 참가하여 본선에 진출하는 것 자체만으로도 큰 경험이 될 것으로 생각했습니다. 메뉴를 고를 때 시중에 없는 제품을 먼저 찾아봤습니다. 당시 OO만 진공으로 포장해서 파는 제품은 있었지만 밀키트용 쿠킹 박스로는 없었습니다. 그래서 OOO이라는 메뉴를 선택하게 되었습니다. 그리고 139팀 중 20개 팀에 선정되어 운이 좋게도 본선까지 진출할 수 있었습니다.  시연 전 메뉴에 대해 발표하는 시간이 주어졌습니다. 밀키트의 조리과정은 단순하지만, 결과물은 뭔가 요리를 했다고 느끼게 해야 한다고 생각했습니다. 그래서 메뉴 발표에서 빠른 조리와 고급요리를 집에서 간단하게 먹을 수 있다는 것 두 가지를 강조했습니다. 그리고 조리 과정도 소스-고기-단무지, 초생강, 실파 이렇게 단 세 단계로 줄였습니다. 실제 시연 때는 본선에 진출한 100팀 중에서 제일 먼저 제출했습니다. 결과적으로 최우수상을 받고 상금 500만 원을 받았습니다. 상금을 받은 것보다 제가 기획한 메뉴가 심사위원들에게 인정을 받았다는 점에서 값진 경험이었습니다.좋은점 1  
"
㈜호반호텔앤리조트,2020년 상반기,인턴,요리사,호반그룹이 지속적으로 성장하기 위해 나아가야 할 방향 (지원분야 중심으로 작성),"
""외식사업 투자가 호텔 성장의 열쇠!""아쉬운점 1  최근 더플라자 호텔과 반얀트리클럽앤스파 등에서는 호텔 내 레스토랑 운영을 외부에 맡기고 있습니다. 제가 근무했던 OOOO 비치 OOO 호텔도 OOO라는 스타 셰프의 레시피로 레스토랑을 운영했습니다. 결과적으로 많은 고객이 식사를 위해 호텔을 방문하게 되었습니다. 이처럼 호반호텔&리조트도 지금부터 외식사업 분야에 더 투자해 호텔 내에서 우아한 분위기와 격조 높은 다이닝 경험을 할 수 있도록 만든다면 장기적인 관점에서 호반호텔&리조트는 더 빠르게 성장할 수 있다고 생각합니다. 그리고 호반호텔&리조트는 아름다운 자연환경이 있는 곳에 함께 있습니다. 이런 특성을 살려서 호반호텔&리조트만이 할 수 있는 새로운 체험 위주의 콘텐츠를 만든다면 지속해서 성장해나갈 수 있다고 생각합니다. 조리 분야를 중심으로 생각하면 호반호텔&리조트가 위치한 제천이나 제주에서 나는 특산물로 만든 시그니처 메뉴를 만들어서 고객들에게 대접한다면 만족도를 높이고 즐거운 경험을 선사할 수 있을 것입니다.좋은점 1  
"
㈜ 커피빈코리아,2019년 상반기,신입,요리사,성장과정 및 학교생활,"
처음으로 ‘바리스타가 되어야지’라고 막연하게 생각한 것은 중학교 1학년 때였던 거 같습니다. 그때부터 OOOO에 가서 “OOO OO OOO”이라는 책을 닳도록 읽으며 바리스타에 대한 꿈을 키워나갔습니다. 고등학교에서 커피 학원으로 경험을 쌓는 프로그램을 통해 미숙하지만 한 걸음씩 내디뎌 갔습니다. 또한, 고교직업위탁 교육으로 OOOOOO전문학교에 가게 되었고 그곳에서도 역시 커피를 배웠습니다.좋은점 1 저를 포함한 대부분의 친구들은 커피를 배우기 위해 그곳으로 갔지만, 처음에 맞닥뜨리게 된 것은 조주기능사 취득이었습니다. 커피를 배우러 왔는데, 뜬금없이 칵테일을 배우게 된 일부 아이들은 교수님께 반발했습니다.  그러나 교수님은 저희에게 영상을 하나 보여주셨는데, 월드 바리스타 챔피언 ‘OOOOO’의 2015년 대회시연 프레젠테이션이었습니다. 그 내용은 와인의 포도재배기술을 커피 재배에 접목, 보다 높은 당도의 커피 재배 결과를 보여주었습니다. 이에 교수님은 커피와 와인, 그리고 칵테일 모두 상호 밀접하여 모두 배워야 한다고 말하였습니다. 누군가에게는 별거 아니었을 영상이었지만 저는 아주 감명 깊게 보았습니다. 그 결과 술과 같은 더욱 넓은 범위를 볼 수 있게 되었고 이것은 조주기능사 취득의 원동력이 되었습니다. 그 후 OOOOOO전문학교 와인바리스타 과에 진학 및 커피와 칵테일, 호텔서비스를 공부하였습니다. 좋은점 2  
"
㈜ 커피빈코리아,2019년 상반기,신입,요리사,성격(장ㆍ단점) 및 인간관계,"
저의 성격은 목표지향적이라고 생각합니다. 입대 후 스마트폰을 할 수 없는 상황에서, 수첩은 곧 스마트폰이 되어 충동적이고 할 일을 자주 까먹는 것에 대비할 수 있는 저만의 무기가 되었습니다. 언제나 주머니속에 군용수첩과 펜을 넣어다니는 게 습관이 되어 업무들을 메모하고 수행해야 할 임무에 대해 공부하며 너무 고민이 많을 때마다 머릿속에 떠오르는 생각과 앞으로 할 일을 적어두는 습관을 길렀습니다. 그러다보니 업무에 능률도 조금씩 오르며 메모하는 습관에 대해 선임들에게 칭찬을 받기도 하였습니다. 그리고 후임들에게도 메모하는 습관을 전파해주기도 하였습니다.아쉬운점 1  
"
㈜ 커피빈코리아,2019년 상반기,신입,요리사,경력 및 지원동기,"
‘어떻게 하면 내가 좋아하는 커피와 거리가 좁혀질 것인가?’ 라는 저만의 숙제를 풀고 싶어 무작정 바리스타 보조역할을 맡고 OOOO 신촌 직영점에서 일을 하였습니다. 당시 점장님은 후일에 저를 채용한 이유를 다른 무엇도 아닌 준비성이라며 알바생을 채용할 때 자격증이나 학력보다 면접과 같은 기본요소도 있겠지만 보건증까지 들고 오는 철저한 준비성을 가진 사람은 처음이라고 하였습니다. 주말 미들타임마다 건물에 손님들이 매우 붐비는 바에서 벗어나지 못하는 바리스타를 도와 4층까지 뛰어다니며 몸소 체득한 경험이 생각납니다. 이런 체득한 경험과 함께 저의 커피에 대한 열정을  접목시켜 저만의 인생 목표를 향해 한걸음 한걸음, 다가 가겠습니다. 좋은점 1항상 QC를 위하여 직영점만을 고집하는 프리미엄 브랜드, 커피빈의 까다로운 바리스타 경험과 노하우를 토대로 저를 성장시키고 싶어 지원하게 되었습니다.아쉬운점 1  
"
㈜ 커피빈코리아,2019년 상반기,신입,요리사,입사포부 및 기타사항,"
저에게 있어서 서비스는 봉사임과 동시에 고객을 맞이할 때 최우선이 되어야 하는 당연한 매너라고 생각하기 때문에 고객들에게, 보다 훌륭한 서비스를 해드리고 싶습니다. 이 기회를 제가 지원하는 커피빈 코리아와 함께하며 최고의 서비스맨으로 성장해나가고 싶습니다. 이와 같은 이유로 고등학교 2학년 때부터 누군가에게 도움이 되고 싶다는 의지를 가지고 시작한 헌혈이 벌써 32회가 되었습니다. 항상 누군가에게 도움이 되고, 봉사 정신으로 서비스에 임하며 메모하는 습관을 통해 열심히 레시피를 쓰고 익히며 외우고, 배우는 자세로 성실히 노력하는 모습을 보여드리겠습니다.좋은점 1  
"
㈜풀무원,2018년 하반기,신입,요리사,성장환경 및 성격,"
""문은 두드려야 열린다"" 중학교 3학년 때 현재 사는 곳으로 전학을 왔습니다. 중학교의 마지막 학년인 만큼 반 학우들은 이미 서로 친해져 있어서 마음과 달리 선뜻 말을 걸기가 어려웠습니다. 하지만 '문은 두드려야 열릴 것이다'는 생각을 갖고 있었기에 먼저 나의 소개를 시작으로 짝꿍에게 다가갔습니다. 그렇게 친해진 친구 덕분에 새로운 학교에 빠르게 적응할 수 있었습니다. 아쉬운점 1 그때의 경험으로 적극적인 소통의 중요성을 알게 되었습니다. 그리고 3번의 실습 중에 대학교 4학년 때 OO 기업 단체급식소에서 가장 크게 발휘할 수 있었습니다. 배식 하며 고객과의 대화를 통해 식단 작성에 참고할 수 있었고, 여사님들께 먼저 다가갔기 때문에 쉽게 적응하도록 도와 주셨습니다. 저의 외향적인 성격을 적극 활용하여 고객지향 이념에 맞도록 실력을 발휘하고 싶습니다. 아쉬운점 2  
"
㈜풀무원,2018년 하반기,신입,요리사,지원동기와 지원직무에 적합하다고 생각하는 이유,"
""먹는 버릇 여든까지 간다"" 1인 가구가 증가하면서 1끼를 먹더라도 건강하게, 가치있게 소비를 하는 현대인들에게 관심을 갖고 있었습니다. 영양사가 되어 개별 상담을 통해 앞으로의 식습관 방향을 제시해 주는 것이 건강하고 더 나은 삶의 질을 목표로 하는 저의 가치관과 부합하였습니다. 초등학교에서 영양 상담을 실시했습니다. 다수 학생들의 고민인 비만에 대한 문제점에 대해 이야기하고, 식단 추천을 해주었습니다. 이러한 경험 외에 영양사는 위생에 대해 전문적으로 알고 있어야 한다고 생각합니다. 따라서 전공과목인 위생학을 배우는 것에 그치지 않고, 위생사 자격증를 취득하여 위생 분야의 전문성을 키웠습니다. 위와 같은 경험과 능력을 바탕으로 영양사의 업무를 열정적으로 수행하겠습니다.아쉬운점 1  
"
