company,date,work_type,job,question,answer
NE능률,2023년 상반기,신입,교재개발·교수설계, 1. NE능률에 지원한 이유와 입사 후 지원한 분야에서 실천하고자 하는 목표를 기술해 주세요.,"
중고등학교 시절 별다른 영어 과외도 없이 줄곧 영어 1등급을 유지할 수 있었던 비결은 바로 “스스로 좋은 책을 고를 수 있는 능력” 덕분이었습니다.  초등학생 때부터 혼자 서점에 가서 시간 가는 줄 모르고 다양한 책들을 비교해 보는 것을 좋아했습니다. 그리고 스스로 판단하기에 재미있을 것 같은, 도움이 될 것 같은 문제집을 골랐습니다. 그것이 바로 “주니어 리딩튜터 시리즈”였고 저의 영어 실력에 큰 기폭제가 되어준 책이었습니다.경제학이라는 전공을 포기할 만큼 영어가 더 적성에 맞다는 것을 느끼고 영어 강사에 뛰어들었습니다. 학생들을 가르치고 함께 소통하는 과정에서 즐거움을 느꼈지만, 가르치는 일에 애정을 가질수록 교재 연구 개발에 대한 욕심도 커져갔습니다. 강의를 하게 되면 아무래도 교재에 적혀있는 내용을 순서대로 설명을 하게 되기 때문에, 그만큼 좋은 강의를 위해서는 좋은 교재도 중요하다는 생각을 하게 된 것입니다. NE 능률의 교재들은 제가 생각하는 “좋은 교재”의 기준에 부합합니다. 영어 공부라는 힘든 마라톤을 혼자서도 뛸 수 있도록 든든한 조력자 역할을 해 주기 때문입니다. 제가 큰 도움을 받았고, “좋은 교재”라고 믿는 다양한 책들을 만들어내는 기업인 능률과 함께 하고 싶어 지원하게 되었습니다. 입사 후 목표는 먼저 업무에 필요한 역량들을 충분히 습득한 뒤, 제가 만든 교재가 저의 이름과 함께 검색이 되도록 하는 것입니다. 또한 온라인 서점에서 검색 시 항상 상위에 노출되고, 대형 서점의 영어 코너에서도 가장 눈에 잘 띄는 칸에 배치되도록 하는 것이 제가 이루고 싶은 꿈이자 목표입니다.      
"
NE능률,2023년 상반기,신입,교재개발·교수설계,"2. 자신의 인생에서 가장 중요하게 생각하는 것 2가지는 무엇이며, 왜 그렇게 생각하는지 기술해 주세요.","
""계획의 힘""""계획”은 강력한 힘이 있습니다. 앞으로 나아가야 할 방향을 제시해 주고, 중간에 그 방향에서 이탈한다고 해도 다시 돌아와야 할 기준점을 제공해 주며, 결과적으로 성공의 확률을 높여주기 때문입니다. 아무리 막연하고 원대해 보이는 목표라고 해도, 달성에 필요한 계획을 연간 월간 주간 일간으로 나누어 세부 목표를 정하고 실천하다 보면 달성의 확률이 올라간다는 것을 학창 시절부터 많이 느꼈습니다. 이러한 습관은 12살 때부터 하루도 빠짐없이 쓰고 있는 다이어리 덕분에 자연스럽게 체득할 수 있었고, 주변 지인들로부터 '참 꼼꼼하고 야무지다' 라는 말을 수도 없이 들어온 이유이기도 합니다.  ""실패의 힘""“실패”는 사람을 성장하게 합니다. 실패는 누구에게나 쓰라리지만, 그것을 통해 자신을 돌아보고 더욱 앞으로 나아갈 수 있기 때문입니다. 저는 한국외대 통번역대학원 입학시험에 낙방했습니다. 간절히 원하는 마음으로 최선을 다했지만 결국 원하는 목표를 이루지 못해 많이 힘들었습니다. 하지만 그때 이후로 스스로의 약점이 무엇인지 객관화하려는 노력을 하게 되었습니다. 주관적인 생각과 느낌에 사로잡혀 있기보다는 주변인들의 다양한 피드백을 듣고 자성의 시간을 갖는 것이 쉽지는 않았지만 소중한 시간이었습니다. 이 경험을 통해서 저는 더 이상 ""실패""를 크게 두려워하지 않게 되었습니다. 많은 사람들이 실패가 두려워 새로운 도전을 꺼리고는 합니다. 하지만 도전을 아예 하지 않으면 얻는 것이 아무것도 없다는 것을 배웠고, 도전의 과정에서 얻은 것들이 추후 예기치 못한 방식으로 도움이 될 것이라는 확신이 생겼습니다.   
"
NE능률,2023년 상반기,신입,교재개발·교수설계,3. 어려운 상황이었지만 논리적으로 접근하여 해결했던 대표적인 경험에 대해 기술해 주세요. (당시 상황/본인의 역할/결과 포함하여 기술),"
""단어가 아닌 문장을 외우려면"" 영어 강사로 일하면서 학생들에게 이런 말을 많이 했습니다. 영어를 잘하고 싶으면 영어와 한국어를 일대일 대응해서 뜻을 외울 게 아니라, 다양한 문장을 많이 접하고 외우라고 말입니다. 단어의 의미는 고정된 것이 아니라, 상황과 문맥에 따라 다양하게 표현될 수 있다는 것을 가르쳐 주고 싶었습니다.방법을 고민한 결과, 네이버 카페를 개설해 학생들이 7문장씩 공유할 수 있도록 했습니다. 처음에는 주로 배웠던 지문 중 본인이 마음에 드는 문장을 골라 해석을 달게 하는 복습 위주였습니다. 하지만 내신 기간이 되면 교과서 본문 내용, 방학이 되면 미드나 노래 가사, 다양한 영어 속담이나 격언도 업로드하는 등 학생들은 응용을 하기 시작했습니다. 이러한 방식이 재미있다고 느꼈는지 대체적으로 잘 따라와 주었고, 나중에는 7문장이 아닌 20, 30문장 이상을 써서 공유하는 학생들도 생겨났습니다. 제가 이런 기획을 한 것은, 자신이 고른 문장을 인터넷에 ""공유"" 하는 순간 본인이 선택한 문장에 대해 어린 학생들도 더 책임감을 느낄 것이라고 생각했기 때문입니다. 또한 학생들에게 시키기만 하는 것이 아니라, 공부하는 학생들의 흥미를 유발하기 위해 다양한 콘텐츠를 올리기도 했습니다. 몇 개월이 시간이 흐르자 학생들의 어휘 실력과 독해 능력이 눈에 띄게 향상되었고, 영어에 흥미가 별로 없었던 한 학생도 학교 시험에서 96점을 맞는 쾌거를 이루었습니다. 무엇보다 이러한 공부 방식이 습관이 되어 지속적으로 실천하고 있는 학생들을 보며 뿌듯함을 느꼈습니다.   
"
NE능률,2023년 상반기,신입,교재개발·교수설계,4. NE능률의 콘텐츠개발 직군은 실제 제품의 내용을 직접 집필하며 제품화하는 전 과정에 참여하는 연구직입니다. 이러한 직군에 맞는 자신의 장점이 있다면 어떤 것인지 기술해 주세요.,"
콘텐츠 개발 직무는 “무”에서 “유”를 창조하는 과정이기에, 머릿속에 어렴풋하게 떠오르는 막연한 아이디어를 정확하고 구체적으로 표현해 내는 것이 중요 역량이라고 생각합니다.저는 모교 교수님과 함께 영어 교재 집필 과정에 참여해 아이디어 회의, 자료 검색, 문장 선정과 영한 번역, 출판사 투고 과정을 두루 경험했습니다. 그 과정을 통해 저는 앉은 자리에서 5시간이 넘도록 오타나 비문이 없는지 확인하고, 더 나은 설명과 해석을 달기 위해 직역과 의역의 경계에서 끊임없이 고민하는 제 자신을 발견할 수 있었습니다. 어려서부터 영어를 계속 좋아했기에 그런 과정이 스트레스보다는 뿌듯함으로 다가왔습니다. 특히 교수님께서 칭찬해 주셨던 저의 강점은 원문의 의미를 잘 살려 한국어로 매끄럽게 번역하는 능력과 막연한 아이디어를 꼼꼼하고 이해하기 쉽게 풀어 쓰는 능력이었습니다. 콘텐츠를 집필하고 제품화하기 위해서는 끊임없는 인풋과 관찰력도 중요하다고 생각합니다. 중등 영어 강사로 일하면서 다양한 영어 교재를 접할 일이 많았고, 더 잘 가르치기 위해서는 학생의 입장에서 바라보아야 한다는 생각으로 직접 따로 교재를 사서 풀어보기도 했습니다. 그런 노력을 통해 얻게 된 사실은 비슷한 문제집처럼 보여도 어떤 문제집에서는 해설집에 난이도를 표기함으로써 학생들의 심적 부담을 덜어주고, 다른 문제집에서는 그렇지 않다는 것이었습니다. 이 모든 것들은 영어에 대한 애정에서 시작되었습니다. 영어를 좋아하고, 배우고, 가르치고 공유하는 과정에서 얻었던 경험들을 NE 능률 영어 콘텐츠 개발 직군에서 녹여내어 더 큰 가치를 창출하고 싶습니다.    
"
시원스쿨,2022년 하반기,신입,교재개발·교수설계,간단한 자기소개,"
안녕하세요. 항상 긍정적인 마인드로 성장하기 위해 노력하는 인재 OOO입니다. 비록 시작은 어렵고 힘들지 몰라도 발전하고자 하는 마음으로 노력한다면 무엇이든 해낼 수 있다고 생각합니다. 그러한 긍정적이고 발전하고자 하는 마음으로 시원스쿨에 입사하여 성장하고 싶습니다. 감사합니다.                         
"
시원스쿨,2022년 하반기,신입,교재개발·교수설계,지원동기,"
저의 특기이자 장점인 언어적인 부분을 살려 일을 하고자 하는 마음이 항상 있었습니다. 그러던 와중에 시원스쿨의 공고문을 보게 되었고 지원하게 되었습니다. 다양한 언어와 자격증 공부를 하면서 여러 교육그룹의 교재와 강의를 접해본 적이 있는데 이러한 경험이 강의 컨텐츠를 제작함에 있어서 매우 도움이 될 것이라고 생각합니다. 수험자의 입장에서 어떤 부분이 좋았고, 필요한지 느낄 수 있었기 때문에 이 직무에 잘 맞을 것이라고 생각합니다. 또한 짧게나마 일본에 체류했던 기억과 지금까지 배워왔던 언어 문화적인 배움들이 이러한 업무에 잘 맞을 것이라고 생각하며, 도움이 되는 직원이 될 것이라고 생각합니다. 뽑아주신다면 시작은 아직 어설프고 힘들지 몰라도 저의 특유의 끈기와 성실함으로 발전하는 모습 보여드리겠습니다.                         
"
시원스쿨,2022년 하반기,신입,교재개발·교수설계,자신의 장점 단점,"
저의 장점은 끈기와 성실하다는 점입니다. 저는 고1 때부터 지금까지 일을 하면서 단 한번도 지각한 적이 없으며, 일을 시작하면 기본으로 몇 년 이상 일을 합니다. 가장 길었던 것은 17살부터 20살 약 3년동안 닭갈비집에서 주말에 10시간씩 일했던 기억이 있습니다. 그만큼 한번 주어진 일에는 끈기 있고 성실하게 임하는 것이 저의 가장 큰 장점이라고 생각합니다. 저의 단점은 저의 장점인 끈기와 성실함이 때로는 과하게 작용하여 독이 될 수도 있다는 점입니다. 간혹 너무 열심히 하려다 보니 몸이 아프거나, 스트레스를 받는 상황에서도 혼자서 버티려고만 하다 보니 무너질 때가 있는 것 같습니다. 이러한 부분을 보완할 수 있도록 최근에는 운동을 시작하였습니다. 운동을 통해 체력적인 힘을 기르고 스트레스에도 효과적으로 이겨낼 수 있도록 노력하고 있습니다.                         
"
시원스쿨,2022년 하반기,신입,교재개발·교수설계,자신의 강점,"
업무상 저의 강점은 언어적인 센스와 긍정적인면 이라고 생각합니다. 저는 일본어를 공부하면서 다양한 컨텐츠들을 통해 공부를 했었는데, 수험자의 입장에서 어떤 컨텐츠가 기억에 남고 공부에 도움이 되는지 확실히 알고 있습니다. 이러한 저의 경험이 이 직무를 함에 있어서 많은 도움이 될 것이라고 생각합니다. 또한 긍정적이고 창의적인 마인드를 통해 새롭고 신선한 강의 컨텐츠를 제작함에 있어서 많은 도움이 될 것입니다. 비록 처음이라 서툴 수는 있지만, 가르쳐주신다면 쑥쑥 성장하고 발전하는 사원이 되겠습니다.                         
"
시원스쿨,2022년 하반기,신입,교재개발·교수설계,인생의 좌우명,"
저의 생활신조는 항상 긍정적인 마인드로 임하기입니다. 고등학교 3학년 대입 시기 아르바이트와 학업을 병행하며 주변으로부터 안될 것이라는 부정적인 이야기를 많이 들었습니다. 하지만 저는 포기하고 싶지 않았고, 비록 2년제 전문대학교였지만 너무나 감사하게도 합격이라는 결과를 받아볼 수 있었습니다. 첫 대학교에 들어가 오전 알바와 야간수업을 병행하면서도 그저 공부할 수 있다는 것이 행복했던 기억이 있습니다. 그전까지는 항상 부정적으로 생각하며 도전을 망설였었는데, 대학교에 입학 한 이후부터는 긍정적인 마음이 가장 중요하다는 것을 깨달았습니다. 그러한 긍정적인 마음으로 충실한 대학교 생활을 보낼 수 있었으며, 4년제 편입 도전과 대학원 도전까지 정말 결코 쉽지 않은 결과를 이뤄낼 수 있었습니다. 물론 실패하는 경험도 있었습니다. 하지만 그 실패를 통해서 더 나은 미래를 준비할 수 있는 힘을 얻을 수 있다는 것을 깨닫게 되었고, 어떤 경험이든 긍정적인 마음으로 임하자 라는 것이 저의 생활신조가 되었습니다.                         
"
(주)케이티디에스,2021년 하반기,신입,기술·전문강사,kt ds 및 해당 직무에 지원한 동기와 입사 후 해당 직무의 전문가로 성장하기 위해 어떠한 노력을 할지 구체적으로 기술해 주십시오.,"
""10년의 고객 경험으로, 고객의 100년을 책임지겠습니다"" KT는 제가 처음으로 핸드폰을 샀던 순간부터 지금까지 함께하고 있는 유일한 통신사입니다. 서비스를 이용하면서 느꼈던 KT의 이미지는 '세상의 트렌드를 빠르게 파악하고 더 좋은 서비스를 제공하여 앞서나가는 퍼스트무버' 였습니다. 저는 학과 최초로 VR 기술을 활용한 졸업 전시로 최우수상을 수상한 경험이 있습니다. 그만큼 IT 기술의 변화와 융합에 관심이 많고, 세상의 혁신을 만들어가는 분야에서 성장하고 싶다는 비전을 가지고 있습니다. 10년 고객의 경험으로 느낀 KT는 저의 비전에 완벽하게 부합하는 곳이었으며, KT의 디지털 혁신의 중심에 있는 KT DS에 입사를 꿈꾸게 되었습니다. KT DS 입사 후 '데이터 분석 역량'과 '트렌드 감각'을 꾸준히 익혀 UXUI 직무의 종합적인 역량을 갖추기 위해 노력하겠습니다. SQL, GA 등 관련 데이터 분석 툴 공부와 관련 자격증 취득을 통해 고객의 니즈를 빠르게 캐치할 수 있는 데이터 분석 역량을 갖출 것입니다. 또한, IT 기술의 경향과 소비자의 소비 패턴에 대해 빠르게 파악하기 위해 매일 관련 트렌드 기사를 찾아보고 팀원들과 함께 공유함으로써 소통과 발전을 만드는 일원의 역할을 수행하겠습니다. 10년, 고객으로 함께했던 KT에서 고객의 100년을 만드는 UXUI 전문가로 성장하여 세상의 혁신을 만드는 데 함께하겠습니다.                         
"
