company,date,work_type,job,question,answer
한국NSK㈜,2022년 하반기,신입,회계담당자,"성장과정 및 학교시절(봉사활동, 연수, 여행경험)에 대하여 기술해 주십시오.","
어릴 때부터 모든 선택은 저의 몫 이었습니다. 그리고 지금도 나의 선택의 나를 지속적으로 변화 시킨다 라는 것을 가치관으로 삼고 살아가고 있습니다. 교사 생활을 하셨던 부모님께서는 저에게 모든 선택권을 주셨습니다. 대표적으로 학창시절 부모님은 성적이 떨어지는 것도 또한 모두 너의 책임이다 하면서 잔소리를 전혀 하지 않으셨습니다. 대학교 입학과 마찬가지로 저의 미래를 결정 할 수도 있는 중요한 기로에서 부모님은 모든 선택을 저에게 맡기셨습니다. 저는 여러 지인들과 교육계의 탐문 등을 통해서 전자를 선택하는 것이 좋다는 결론을 내렸고 지금도 저는 그 결정을 후회하지 않고 있습니다. 이렇게 부모님께서 저의 선택에 대한 자기결정권을 존중하시는 태도는 제가 최적인 선택을 하기 위해 수많은 조건을 조사하거나 분석하고 어떤 목표를 달성하기 위해 미리 계획하여 성실하게 준비하는 자세를 조성하는데 크게 기여하였습니다. 한국NSK에 입사해서도 위와 같은 자세를 토대로 회사에 기여하겠습니다.                         
"
한국NSK㈜,2022년 하반기,신입,회계담당자,"성격의 장, 단점을 기술하되, 단점을 개선하기 위해 어떤 노력을 했는지 기술해 주십시오.","
저는 불도저라는 이야기를 주변에서 종종 듣습니다. 그 이유는 한 번 어떤 것에 꽂히기 시작하면 시간과 열정을 투자해서 그것을 이루어 내기 위해 몰두하려고 노력하기 때문입니다. 이러한 추진력은 시급하면서 빠른 판단이 필요한 업무에서 좋은 결과를 낸 경험이 있었습니다. 하지만 저의 추진력은 때로는 살펴봐야 할 것을 보지 못해서 종종 낭패를 보는 경우가 있었습니다. 그래서 실패를 겪은 이후부터는 제가 추진하고 있는 업무의 동료들이나 관련 업계의 지인들을 통해 자문을 구하면서 제가 전에 살펴보지 못했던 타인의 시선과 견해를 경청하며 추진하던 일을 보완해 갔습니다. 저의 추진력의 방식에 대해 수정을 하고 나서는 기존보다 업무의 완성도 및 성공률이 높아졌고 이를 통해 ""돌다리도 두드려 보자 "" 라는 말을 되새기며 업무를 추진하는 것이 좋다는 생각을 가지게 되었습니다. 업무의 정확성과 적시성, 효율성이 모두가 필요한 재무회계부서에서 저의 성격의 장점을 극대화하고 단점을 최소화하도록 노력하겠습니다.                         
"
한국NSK㈜,2022년 하반기,신입,회계담당자,지금까지 살아오면서 가장 열정적/도전적으로 임했던 일과 그 일을 통해 이룬 성과와 느낀 점을 구체적으로 기술해 주십시오.,"
저는 교내 우수기업탐방 발표회에서 팀장으로 활동하면서 팀워크를 통해 어려웠던 대회를 보람 있게 끝마친 것이 기억에 남습니다. 4명의 팀원으로 이루어진 조의 팀장을 맡으면서, 프로젝트 진행 중에 팀원 간에 발생한 갈등을 해소해야 했습니다. 서로 자신들의 전공과 관련된 기업을 탐방하고 싶어하는 것이 주 갈등 원인임을 파악한 저는 서로 협의점을 찾기 위해 노력하였습니다. 여러 오프라인 모임을 가지면서 서로 하나씩 양보를 하도록 유도하였고 뒷풀이 등을 통하여 친밀감을 쌓도록 유도하였습니다. 그 이후 친밀감이 생긴 팀원들의 희망하는 업무를 요청 받아 적절한 업무를 분담했습니다. 그리고 그 외의 업무는 팀장인 제가 총괄하면서 수상을 받기 위해 진두지휘를 하였습니다. 그 결과 4위라는 유의미한 결과를 얻게 되었습니다. 위 경험을 통해 상대방의 의견을 존중하며 배려하는 자세가 상대방과의 친밀감을 형성할 가능성이 높고 이를 통해 팀워크를 강화하여 공동의목표를 달성하는데 기여할 수 있다는 점을 깨달았습니다.                         
"
한국NSK㈜,2022년 하반기,신입,회계담당자,"지원동기와 입사를 위해 본인이 어떠한 노력을 했는지 기술하고, 한국NSK에 입사하여 이루고 싶은 목표를 구체적으로 기술해 주십시오.","
지원동기는 한국NSK의 성장성 입니다. 세계 3대 베어링 제조 회사인 일본 NSK의 한국법인으로서 자동차사업부분과 산업기계부분에서 고른 성장세를 보이고 있기 때문입니다. 코로나19에 따른 소비 위축에도 불고하고 한국 NSK는 영업이익이 110%성장하며 강력한 입지를 보여주었습니다. 이러한 한국NSK와 함께 저도 동반성장하고 싶어 지원하게 되었습니다. 저의 역량으로는 첫 번째 경제분석능력입니다. 학창 시절 주식동아리 활동 및 투자대회를 참가 하면서 금융투자를 하며 국제경제분석능력을 기르면서 자금 운용과 외환의 방향에 대해 공부를 한 경험이 많습니다. 두 번째로는 회계지식입니다. 재경관리사와 전산세무2급을 취득하면서 실무에 필요한 회계재무적 지식을 익혔습니다. 입사를 한다면 재무회계전문가가 되어 결산 및 감사를 성공적으로 마무리한 뒤에 이를 근거로 1년 간 경영계획을 세워 투자를 원활하게 하도록 지휘하며 자금조달 및 비용관리로 회사의 재무구조를 개선하는데 기여할 것입니다.                         
"
한국NSK㈜,2022년 하반기,신입,회계담당자, 담당했던 업무와 이직을 고려하는 사유에 대하여 기술해 주십시오. (경력사원의 경우에만 작성바랍니다.),"
주요 업무로는 학교회계 예산 집행 및 수입금 징수, 예결산 집행 및 정산보고, 추가경정예산 계획 및 관리를 진행하였습니다. 이직 사유로는 제가 속한 공조직은 예산 절감하면 추후 삭감되기 때문에 차년도에도 예산확보를 하기 위해서 무리한 지출과 집행에 대한 실적, 지출에 대한 과정만 엄격하게 규정을 두고 있습니다. 국민의 세금으로 운영되는 기관으로서 예산절감을 하여 제가 속한 기관의 학생들에게 더 많은 교육활동에 체험하도록 노력하고 싶었지만 공조직의 예산확보라는 한계상 효율성을 발휘하기가 어려웠고 이러한 노력을 인정받지 못하는 점이 아쉬웠습니다. 그래서 사기업이라는 다른조직에 들어가며 제가 공직생활을 하면서 살펴보지 못했던 타 영역을 바라보는 시야를 넓히고 효율성을 연구하는 업무를 하고 싶었습니다. 또한 흥미 있고 자신 있는 업무를 해보며 전문성 있는 경력을 쌓고 싶었고 회사가 성장하는 데에 제가 기여했다는 보람과 성취감을 느끼고 싶어서 지원하였습니다.                         
"
(주)대동,2022년 하반기,신입,회계담당자,성장과정,"
어릴 때부터 모든 선택은 저의 몫 이었습니다. 그리고 지금도 나의 선택을 나를 지속적으로 변화 시킨다 라는 것을 가치관으로 삼고 살아가고 있습니다. 교사 생활을 하셨던 부모님께서는 저에게 모든 선택권을 주셨습니다. 대표적으로 학창시절 부모님은 성적이 떨어지는 것도 또한  모두 너의 책임이다 하면서 잔소리를 전혀 하지 않으셨습니다. 대학교 입학과 마찬가지로 저의 미래를 결정 할 수도 있는 중요한 기로에서 부모님은 모든 선택을 저에게 맡기셨습니다. 저는 여러 지인들과 교육계의 탐문 등을 통해서 전자를 선택하는 것이 좋다는 결론을 내렸고 지금도 저는 그 결정을 후회하지 않고 있습니다. 이렇게 부모님께서 저의 선택에 대한 자기결정권을 존중하시는 태도는 제가 최적인 선택을 하기 위해 수많은 조건을 조사하거나 분석하고 어떤 목표를 달성하기 위해 미리 계획하여 성실하게 준비하는 자세를 조성하는데 크게 기여하였습니다.대동에 입사해서도 위와 같은 자세를 토대로 내부 경영진분들의 최적의 의사결정을 지원하며 외부로는 신뢰성 있고 주주가치를 제고할 수 있는 기업이 되도록 기여하겠습니다.                         
"
(주)대동,2022년 하반기,신입,회계담당자,직무관련 사회경험,"
기업재무 및 회계관리자로 성장하기 위해서 기업의 재무 및 신용분석을 직간접적으로 분석하는 능력을 기르기 위해 노력한 경험이 있습니다. 첫 번째로는 학부시절 교내 주식동아리에 참여하여 경제학 및 회계학이론을 바탕으로 서로 토론하고 공유하며 효율적이며 철저한 기업들의 경영환경분석을 하는 기법을 함양하기 위해 노력하였습니다. 또한 OOOO 모의투자대회 및 실전투자대회와 OOOOOO 투자대회 등을 참여해보면서 실제 기업에서 자금 및 회계업무를 한다면 어떠한 대내외적 리스크를 고려해야 하며 기업의 영업외수익 및 비용을 발생 시킬 수 있는 금융투자의 방법이 무엇이 될 수 있을지 고민해볼 수 있었던 좋은 경험을 쌓았습니다. 두 번째로는 OOOOOO재단에서 현장실습을 1달여 간 실시하면서 재단의 보증업무를 보조하며 금융기관이 기업의 신용평가 및 대출 심사를 하는 메커니즘을 파악할 수 있었습니다. 위 경험을 통하여 금융기관이 매출과 영업이익 및 유동성 자산을 중심 있게 보는 것을 알 수 있었습니다. 입사를 한다면 기업의 주요 자금조달과정 중 하나인 차입금 결정과정에서 금융기관과 원활한 커뮤니케이션 이끌어내고 회계기준에 따른 신뢰성 있는 회계정보를 제공하고 재무활동현금흐름을 증가 시켜 기업의 원활한 자금흐름활동을 이끌어내는데 기여하고자 합니다.                         
"
(주)대동,2022년 하반기,신입,회계담당자,성격상 장단점,"
저는 불도저라는 이야기를 주변에서 종종 듣습니다. 그 이유는 한 번 어떤 것에 꽂히기 시작하면 시간과 열정을 투자해서 그것을 이루어 내기 위해 몰두하려고 노력하기 때문입니다. 이러한 추진력은 시급하면서 빠른 판단이 필요한 업무에는 좋은 결과를 낸 경험이 있었습니다. 하지만 저의 추진력은 때로는 살펴봐야 할 것을 보지 못해서 종종 낭패를 보는 경우가 있었습니다. 그래서 실패를 겪은 이후부터는 제가 추진하고 있는 업무의 동료들이나 관련 업계의 지인들을 통해 자문을 구하면서 제가 전에 살펴보지 못했던 타인의 시선과 견해를 경청하며 추진하던 일을 보완해 갔습니다. 저의 추진력의 방식에 대해 수정을 하고 나서는 기존보다 업무의 완성도 및 성공률이 높아졌고 이를 통해 ""돌다리도 두드려 보자 ""라는 말을 되새기며 업무를 추진하는 것이 좋다는 생각을 가지게 되었습니다.                         
"
(주)대동,2022년 하반기,신입,회계담당자,지원동기 및 포부,"
경영기획 및 회계직무와 관련된 일을 하고 싶다고 생각한 시기는 대학교 복학한 이후 주식을 시작한 다음부터였습니다. 일반적으로 주식의 가치는 시장에서 기업의 성장과 발전가능성을 보여주는 선행지표로써 널리 쓰이고 있습니다. 주식을 처음 입문하였을 때에는 기술적 분석과 대응만 가지고 충분한 수익을 얻었지만 점차 이러한 분석이 통하지 않자 좌절감을 느끼게 되었습니다. 그래서 암울한 상황을 타개하기 위해 주식공부를 하던 와중에 기업의 본질을 알아야 한다는 서적을 읽게 되었습니다. 그렇게 하기 위해서는 기업의 재무상태와 사업방향성 등 기업의 대내외적 상황을 알아야 했습니다. 그래서 그러한 능력을 기르기 위해 학교에서 회계원리와 중급회계 등 관련 과목과 재경관리사 등 관련 자격증을 취득하며 회계적 지식을 쌓았고 기술적 분석과 기업의 재무분석까지 동반된 면밀한 분석을 하자 주식수익률이 좋아지기 시작하였습니다. 위 경험을 통해 기업의 발전가능성은 기업 자체분석뿐만 아니라 기업에 속해 있는 산업의 국제적 정치경제문화환경까지 모두 분석하여 미래의 흐름을 예측해야 한다는 필요성을 느끼게 되었습니다. 최근 대동의 주식가격은 10년 이내에서 최고가를 찍을 정도로 최고의 주가 흐름을 보이고 있으며 그에 따른 매출과 영업이익은 19년부터 지속적으로 성장하고 있는 유망한 기업입니다.코로나 19의 재확산과 러시아 우크라이나 전쟁과 같은 대내외적 불안정한 경영환경에서도 우수한 기술력과 마케팅으로 전년 반기대비 35%영업이익을 증가 시킨 우수한 기업에서 같이 성장하는 재무,회계전문가가 되고 싶어 지원하게 되었습니다. 입사를 한다면 첫 번째로는 학창시절부터 지금까지 수학해 온 회계 지식을 활용하여 회사의 재무상태를 빠르게 파악하여 업무에 빠른 적응을 목표로 할 것입니다. 10개의 종속회사를 거느린 대동의 재무제표 작성과 세무조정 및 원가분석과 외부감사 대응을 철저하게 하여 경영진들께 정확한 정보제공을 하며 주주들께 신뢰성 있는 회계정보를 공시하도록 노력할 것입니다. 두 번째로는 대동의 위험관리 전문가가 되도록 노력할 것입니다. 미국과 캐나다 등 해외 농기계 수출이 증가하고 있고 거래국가 및 거래처 또한 다양한 실정입니다. 이에 따라 외화표시 수출 및 수입거래에 따른 환율변동에 대한 리스크 관리가 매우 중요한 시점입니다. 국제무역사 등의 관련 자격증을 취득하고 환율시장 분석을 통하여 계약상대자와의 적절한 환율에 거래를 할 수 있도록 선도계약을 영업부서와 긴밀히 협의하여 계약을 할 수 있도록 지원하는 능력을 갖추도록 노력할 것입니다. 세 번째로는 금융수익 및 금융비용 관리능력을 함양하도록 노력할 것입니다. 기업은 영업이익이 중요하지만 당기순이익이 적자가 되어 흑자도산이 되는 경우가 될 수도 있습니다. 영업외수익과 비용도 기업은 중요하게 고려해야 합니다. 투자자산운용사 등의 관련 자격증을 취득하여 공부하고 면밀한 금융시장 분석을 통하여 자금조달 및 금융비용을 최소화할 방법을 강구하고 부동산 투자와 파생상품같은 수익을 창출할 수 있도록 대안을 마련할 수 있는 회계전문가가 되도록 노력할 것입니다.                          
"
(주)대동,2022년 하반기,신입,회계담당자,가장 크게 성취했던 경험,"
저는 대학 입시에서 재수를 통하여 만족할 만한 결과를 얻은 경험이 있습니다. 부모님께서 재수에 대해 부정적이셔서 설득하기가 쉽지가 않았습니다. 게다가 고3 때 보이지 못했던 열공 이미지를 부모님의 인식에서 각인 시킬 수가  없었습니다. 부모님을 설득을 시키기 위해서는  공부를 열심히 할 수 있다는 의지가 느껴지는 결과가 필요했습니다. 그래서 1학기 강의를 들으면서 동시에 강의 이외의 시간에 학교생활을 일절 하지 않고 수능공부를 열심히 하기 시작하였습니다. 1학기가 끝나고 학점 4.0과 6월 모의평가 2등급 이상을 맞고 나서 부모님께 재수의 의지를 다시 보여드렸고 부모님께서는 저의 노력을 인정해 주시며 재수지원을 해 주셨고 그 결과 지방권 성적이었던 저의 재수성적이 상승하여 제가 원하던 대학에 입학하게 되어 매우 뜻 깊었던 경험이었습니다. 위 경험을 통해 느낀 점은 신뢰라는 것은 부단한 노력과 태도와 함께 결과가 수반되어야지 생기는 것이며 한 번 각인된 이미지를 탈바꿈을 하는 것은 어렵다는 것을 알게 된 계기가 되었습니다.                         
"
