company,date,work_type,job,question,answer
한국철도공사,2018년 하반기,신입,수행·운전기사,직장으로 한국철도공사에 지원하게 된 동기와 입사 후 포부를 기술하여 주십시오.,"
""안전 확립의 목표달성에 기여할수 있는 인재"" 철도차량의 차축베어링과 트리포드 등의 유지보수 작업장이 연속공정 방식으로 개선되며 생산력을 높이고 비용을 획기적으로 줄이게 됩니다 . 노동자들은 위험한 환경에서 벗어나 안전한 환경이 제공 될것입니다 . 다만 사람이 해야할 일이 로봇으로 자동화되기 때문에 일자리 감축에 대한 대책이 필요합니다. 또한, 무인화에 따른 안전 할수 있는는가에 대한 대책이 필요하다고 생각합니다. 노량진역과 영등포역과 같이 인력이 부족하여 사고가 발생한 지역에 인원을 보충하고 필리핀 도시철도 사업 진출과 같이 해외 철도계약을 체결하여 대책을 마련하고 지속적인 모니터링을 통해 절대 안전기준을 확립해 나갈수 있다고 생각합니다. 4차 산업혁명에 발맞춤과 동시에 그로 인해 발생하는 문제점들을 해결할수 있는 고객들의 불안함을 해결할수 있는 직원이 되겠습니다.아쉬운점 1  
"
한국철도공사,2018년 하반기,신입,수행·운전기사,지원분야와 관련하여 특정영역의 전문성을 키우기 위해 꾸준히 노력한 경험에 대해 기술하여 주십시오.,"
""직무역량을 향상하기 위한 노력"" 2017년 12월 전기전자공학도로서 역량을 전기기사 자격증을 공부해서 직무역량을 향상하기 위해 노력하였습니다.학교를 졸업한 지 3년이 넘었기에 전공에 대한 개념을 채우고자. 2018년 3월 전기기사 필기합격이라는 목표를 세우고 3명의 스터디를 결성하여 전기자기학, 전력공학, 전기기기, 회로이론 및 제어공학, 전기설비 기술기준 및 판단 기준에 대한 공부를 했습니다. 특히, 제가 주도적으로 시너지 효과를 내기 위해 팀원들과 함께 문제 풀이에 대한 방법을 공유하기로 하였고 풀이에 대해 비교를 하면서 어떻게 하면 좀 더 효율적으로 문제를 풀 수 있을까? 라는 고민을 했습니다. 스터디의 효과를 내기로 하였고 그 결과 스터디원 3명 전원 전기기사 필기 합격이라는 쾌거를 달성했습니다. 실기 시험을 치루고 나서 결과를 기다리는 중입니다.아쉬운점 1  
"
한국철도공사,2018년 하반기,신입,수행·운전기사,"최근 한국철도공사의 주요 이슈에 대해 한 가지를 언급(선택)하고, 그것에 대한 본인의 의견을 기술하여 주십시오.","
""사물인터넷 활용을 통한 유지보수 시스템 강화"" 현재 국내 철도시스템의 장비 노후화로 인해 새로운 시스템 도입이 절실한 상황입니다. 특히 요즘과 같이 더운 폭염속에서 레일은 급격하게 기온이 올라가기 때문에 수시로 점검 은 필수입니다. 코레일은 실시간 모니터링 시스템을 통해 안전과 효율을 추구하고 있기 때문에 4차 산업 혁명 이후에도 계속 IoT를 통한 과학적인 유지보수의 필요성을 느끼고 있 습니다. 코레일은 이에 대응하여 통신사 SK텔레콤과 연구협약을 체결하고 IoT연구과제를 선정한것 으로 알고 있습니다. 무선통신 기술을 사용하여 유지보수 및 에너지 사용을 줄임으로써 공적인 부문에 있어서 혁신을 하는것은 바람직하다고 생각하였고 더 기여할 부분을 찾아 개선할수 있는 인재가 되고 싶다고 생각했습니다.아쉬운점 1  
"
한국철도공사,2018년 하반기,신입,수행·운전기사,사람과의 관계에 대한 본인의 생각을 기술해 주십시오.,"
""사람과의 관계 신뢰가 가장 중요합니다"" '학교 전산원'에서 약 1년 동안 근로장학생으로 근무했던 적이 있습니다. 컴퓨터 120대를 관리하면서 책임감을 배웠습니다. 행정실 측에서는 아이들을 위해 프린트 비용을 무료로 하는 방침을 고수했지만, 학생들은 공짜이기 때문에 점점 권력을 남용하는 일이 많아졌습니다 아이들에게 주인의식을 심어주는 것이 목표였고 엑셀로 시간대 날짜별로 사용량을 파악 후 학생들의 의견을 반영해 행정실에 건의해 카드리더기를 설치하여 장당 '10원'에 합의를 보게 하였습니다. 처음에는 불만 섞인 목소리가 나왔지만, 행정실 측의 자금 사정의 어려움을 지속해서 말하다 보니 점차 줄어들었고 합의를 보게 되었습니다. 이 경험을 통해 자신과 상관없는 일이라 할지라도 관심을 가지고 행동에 옮긴다면 보람을 느낄 수 있다는 것을 배울 수 있었습니다.아쉬운점 1  
"
한국철도공사,2016년 하반기,인턴,납품·배송기사,"본인이 지원한 직렬에 필요한 지식이나 기술을 습득하기 위해 받은 교육(전공포함), 경력(경험, 현장실습 등 포함)을 기술해 주십시오.  (띄어쓰기 포함 800자 이내)","
가-1. 교 육 명 : 제2종 전기차량 운전면허 교육가-2. 내    용 : 철도차량 이론 및 실습제2종 전기차량 운전면허를 취득하는 동안 OOOOO 인재개발원에서 5개월 간 전기동차에 관련된 많은 과목들을 교육받았으며, 창동 차량기지, 동작 승무사업소 등을 견학하면서 직접 운전실에 동승하여 실제 운전업무에 종사하시는 선배님들께 많은 조언을 들을 수 있었습니다.좋은점 1  나-1. 경험?경력명 : OOO네트웍스 계약직 역무원나-2. 내    용 : 역사관리, 승객안내 및 질서유지, 비상시조치, 열차전호 등역무원으로 근무하며 역사 시설물 관리, 시각장애인 안내, 혼잡한 역사내의 고객 안내, 역 수입금 관리, 열차 전호, 비상시조치 등 현업에 필요한 일을 경험했습니다.좋은점 2  
"
한국철도공사,2016년 하반기,인턴,납품·배송기사,"최근 3년 이내 본인이 주도적이고, 열정적으로 진행한 일에 대해 기술해 주십시오.","
제2종 전기차량 운전면허를 취득 후에도 철도차량에 꾸준하게 관심을 가지고 있었습니다. 그러던 중 2년에 한번 시험이 있다는 철도교통 안전관리자 소식을 듣고 도움이 될 것 같다는 생각에 필히 응시를 해봐야 겠다고 생각했습니다. 시험 준비 기간 동안 철도차량 및 철도공학을 꾸준히 공부하였으며, 잘 몰랐던 분야의 많은 지식을 습득할 수 있었습니다. 그 결과 철도교통 안전관리자를 우수한 성적으로 취득하였으며, 한국철도공사에서 운전업무를 맡게 된다면 많은 도움이 될 것 같다는 생각을 하게 되었습니다.좋은점 1   
"
한국철도공사,2016년 하반기,인턴,납품·배송기사,예상치 못했던 문제로 인해 계획대로 일이 진행되지 않았을 때 책임감을 가지고 적극적으로 끝까지 업무를 수행해내어 성공적으로 마무리했던 경험이 있으면 기술해 주십시오. (띄어쓰기 포함 400자 이내),"
친구들과 다양한 경험을 해보자는 생각에 모든 것을 스스로 계획하고 실천하는 해외여행을 목표로 잡았습니다. 여행 취지에 걸맞게 경비도 스스로 벌어 여행하는 것이 더 성취감을 가질 수 있다고 생각했기에 평일에는 학업을, 주말에는 아르바이트를 하며 생활비를 제외하고 틈틈이 모았습니다. 하지만 시간이 별로남지 않은 시점에서 친구들과 숙소에 관한 갈등이 생겼습니다.좋은점 1 그 때문에 모든 여행 계획을 다시 짜야 하기에 이르렀고 여행을 포기하려고 까지 했습니다. 하지만 목표에 대한 초심을 잃지 않고 책과 인터넷을 활용하여 최대한 합의되는 동선으로 여행 계획을 꼼꼼하게 수정했습니다.아쉬운점 1 그 결과 모두 만족하는 여행 계획을 세울 수 있었고, 과정은 힘들었지만 여행사패키지를 통해 여행하는 것에 비해 보람차게 다녀올 수 있었습니다. 여행 기간 동안 바쁜 일상에서 벗어나 시간이 여유 있었기에 미래에 대해서 진지하게 생각을 할 수 있게 되었는데, 그 때의 생각을 바탕으로 철도의 길을 들어서야겠다고 마음 먹었으며, 현재 이 자리에 설 수 있게 되었습니다. 앞으로도 스스로 해낼 수 있다는 자신감을 바탕으로 초심을 잃지 않고 최선을 다하는 모습을 보이겠습니다.좋은점 2  
"
쿠팡(주),2017년 상반기,신입,납품·배송기사,"본인이 운전하였던 차종(큰차위주, 운행기간 포함) 및 운전관련 업무를 기술하세요.","
1. 3.5톤 윙바디탑차(1년) : 이벤트 기획사에 근무를하면서 행사에 필요한 물품이나 무대세트등을 직접 차량에 적재하여 다니면서 행사장에서 하차 및 상차를 통해 무대 세팅하는 일을 담당하였습니다.좋은점 1 2. 15인승 미니버스(6개월) : 출장 건강검진팀에서 일을 하면서 15인승 미니버스에 방사선장비가 세팅되어있어서, 직접 운전하여 전국 각지의 건강검진 일정에 맞춰 출장검진을 다녔습니다. 좋은점 2  
"
쿠팡(주),2017년 상반기,신입,납품·배송기사,배송 서비스업에 대한 본인의 생각을 기술하세요.,"
길지 않은 기간이지만 도내의 저소득층 및 취약계층에 대하여 무료PC를 직접 보급해주고 설치를 해준적이 있습니다.아쉬운점 1 배송이란것은 단순히 물건만 전달하는 것이 아니라, 각 물건에는 각자 고객님 나름대로의 모두 다른 성격이 있고, 다른 사연들이 들어있습니다.그래서 단순하게 물건만 전달하면 된다고 생각하는것이 아니라, 고객님의 생활의 일부를 담당하여 인계한다고 생각합니다. 따라서 말 그대로 배송 서비스라는 업무인 만큼 배송만이아니라, 서비스를 배송하는 업무라고 생각합니다.좋은점 1  
"
쿠팡(주),2017년 상반기,신입,납품·배송기사,쿠팡맨에 지원한 동기 및 입사 후 포부를 기술하세요.,"
저소득층에게 PC배송을 직접 도맡아서 포장부터 전달 설치까지 모두 도맡아서 하면서, 단순히 물건만 전달하는것이 아닌 서비스를 제공하는 업종으로써, 매 순간순간 책임감과 종종 찾아오는 뿌듯함을 느꼈습니다.좋은점 1 충실하고 적극적인 서비스를 제공함으로써, 돌아오는 오고가는 정, 한마디 한마디의 감사인사는 배송직에서 느낄 수 있는 특별한 감동이라고 생각합니다.쿠팡맨의 배송 서비스의 순간순간은 고객님들에게 가장 물건을 최종적으로 전달하는 과정으로써,아쉬운점 1 가장 많이 노출됨으로써 기업의 얼굴이 되는 파트인만큼, 쿠팡맨을 단순이 일을 하여 경제활동을 하는것에어 그치는 것이 아닌 사명감을 가지고 기업 성장에 이바지 하겠습니다.                         
"
